@56667  = ~我不干。~
@67021  = ~蓝龙~
@67022  = ~蓝龙~
@67023  = ~如果你敢骗我，卡拉斯，我就折磨你直到你向我哀求以死解脱。~
@67024  = ~您好啊，我的朋友！越来越多的人来到了小小的安姆克萨蓝旅行……呃？您莫非是我们善心的巴萨札正在找的另一群待雇士兵吗？~
@67025  = ~我是很想宰了赛蒙，不过现在，我只想要狠狠地和你算帐！~
@67026  = ~你不是第一个宁可吃我们一剑，也不愿看看我们的货的人！~ [AMCARR12]
@67027  = ~欢迎光临敝店！您将会发现敝店不但陈列了大江南北最好的商品……而且绝对不会把税金或运费等杂项转嫁到消费者的身上。~ [AMCARR10]
@67028  = ~让我看看你们有什么服务。~
@67029  = ~不，我不是。~
@67030  = ~这是什么地方？你为什么要在这个洞穴里头开店呢？~
@67031  = ~给我继续忙你的，酒保。~
@67032  = ~我在找一个叫做梅丽珊的女人。~
@67033  = ~如果我就是呢？~
@67034  = ~噢，我的问题并没有什么特别的含意，亲爱的<MANWOMAN>。赛飞尔欢迎所有人，我们不会让人说札吉·拉法哈让客人受到冷落，绝对不会，先生！~
@67035  = ~你能告诉我一些关于巴萨札和他的追随者的事吗？~
@67036  = ~这些商品是赃物吧，对吧？~
@67037  = ~不是？通常并没有很多的旅行者会来安姆克萨蓝，特别是这一阵子。总之，欢迎光临赛飞尔，善良的<MANWOMAN>！札吉·拉法哈随时愿意为您效劳！~
@67038  = ~~
@67039  = ~我得走了。~
@67040  = ~我能问你几个问题吗？~
@67041  = ~那么，你提供哪些服务呢？~
@67042  = ~我得走了。~
@67043  = ~我能问你几个问题吗？~
@67044  = ~那么，来点服务吧？~
@67045  = ~我得走了。~
@67046  = ~当然，当然。如果我连些问题都答不出来，我哪有办法做好生意呢。呵呵！你就问吧，亲爱的<MANWOMAN>！~
@67047  = ~我们只不过是那些传统商店外的另一种选择罢了。有的人可能会将我们的小生意称为“黑市”，不过我觉得这个叫法多少让人有些不舒服。~
@67048  = ~请随便看看，不过在向别人推荐我们时请千万小心。毕竟我们走私客……呃，我是说“经营者”，多多少少都不大希望见到镇上的大官小官们。~
@67049  = ~你能告诉我一些关于巴萨札的事吗？~
@67050  = ~你知不知道什么有关一个叫梅丽珊的女人的事？~
@67051  = ~告诉我一些关于要塞中那些武僧教团的情报。~
@67052  = ~没关系。我想要些服务。~
@67053  = ~没关系。那我走了。~
@67054  = ~那好吧，让我看看你的服务。~
@67055  = ~这是真敝店“赛飞尔”的荣幸呀，客倌！如果说到补给品的话，应该……就在这几天会到吧，这事可谁也说不准的。~
@67056  = ~我想我该走了。~
@67057  = ~如您所愿。如果有缘的话，或许我们会再见。~
@67058  = ~这些佣兵在这做什么？~
@67059  = ~看看咱们的货品吧，不过别耽搁太久。时间就是金钱，而现在我们双方都浪费不起呀。~
@67060  = ~如您所愿。路上请小心，善良的<MANWOMAN>……近来就算这小小的安姆克萨蓝，晚上的街道在也不安全。~
@67061  = ~我现在可不想将时间浪费在聊天打屁上。但我收起货品之前，你会想买些什么吧？~
@67062  = ~好，让我瞧瞧你有些什么货。~
@67063  = ~不，谢了。我得走了。~
@67064  = ~在堡垒之中有一座修道院，巴萨札是那儿的执事；他坐上那个位子已经有好一段日子了。不过他……并不是那么得人心，我相信您也看得出来。~
@67065  = ~或许吧，说说你知道些什么。~
@67066  = ~这群武僧一直得到安姆克萨蓝的支持，当有需要的时候他们会提供辅导咨询，甚至有时候还会负责防卫那些从卡林沙漠跑出来的生物。~
@67067  = ~我们对修道院、以及那些提供生活所需用品的走私客，一直都是心怀感激的。然而，自从巴萨札接下了教团执事之后，一切就都不一样了。~
@67068  = ~教团开始忽略我们。他们立下了约束走私客的法令，甚至杀掉了几个人，以限制这个镇上可以买到的补给品数量。后来就成了满街佣兵的局面了……~
@67069  = ~可是我……我想这其实是意料之内的事。很多人在传说巴萨札其实是那个死掉的神，也就是巴尔那些可怕的子嗣中的一个。毫无疑问，他在准备发动战争……而我们只能祈求战火不会蔓延到安姆克萨蓝来。

~
@67070  = ~~
@67071  = ~~
@67072  = ~~
@67073  = ~巴萨札是巴尔后裔之一？~
@67074  = ~~
@67075  = ~~
@67076  = ~据闻梅丽珊是所有巴尔子嗣的保护者，就如是伊尔明斯特保护竖琴手一样。为什么这样的一位魔法师要保护那些只会带来恐怖和毁灭的神之子嗣？我不理解……也没有人可以理解。~
@67077  = ~可是我的朋友，起码我还知道另一件事。到目前为止，已经好几个月没人说有看过魔法师梅丽珊了。~
@67078  = ~~
@67079  = ~~
@67080  = ~~
@67081  = ~~
@67082  = ~~
@67083  = ~我所知的不多。我只知道在很久以前，教团在偏远的地方建立了他们的要塞。传说他们是一群臣属于古代一位“夏”的战士团，而夏被谋弑之后，他们被放逐了。~
@67084  = ~由于他们的友善态度以及指导，这个村落渐渐地在要塞的周边发展起来……最起码，一直到巴萨札成为他们的领袖之前，的确是这样的。但现在我们已经如同陌路了。~
@67085  = ~棕龙~
@67086  = ~怎样才能进入这座要塞？~
@67087  = ~~
@67088  = ~棕龙~
@67089  = ~~
@67090  = ~~
@67091  = ~~
@67092  = ~~
@67093  = ~如果我知道的话，那我就未免对这世界上的事儿明白得太多了。不过在那些佣兵来这边恐吓我的时候，无意之间听到一些小故事就是了。~
@67094  = ~我听过一些传闻，他们说在沙漠之外的大地上发生了大战和毁灭；而正当我们以为教团和这些事情一点边儿都沾不上的时候，巴萨札却改变了政策。他计划发动战争……一场大规模的可怕战争……不过我并不清楚他到底是要跟谁开战。~
@67095  = ~~
@67096  = ~~
@67097  = ~~
@67098  = ~~
@67099  = ~~
@67100  = ~传闻是这样说的。他在很久以前就被那个巫师，梅丽珊，也就是保护他的那位带了来这里。我们担心那个“巴尔之子将带来毁灭”的古老传说终会成真。~
@67101  = ~~
@67102  = ~~
@67103  = ~~
@67104  = ~~
@67105  = ~~
@67106  = ~我不知道。巴萨札已经好几个月不接见任何人了。大门被严密把守，甚至还由受雇于巴萨札的术士布下魔法保护。如果要强行进入那就太蠢了。~
@67107  = ~很难说，搞不好那些走私客知道进去的路吧。有一些谣言说他们之中少数的几个人曾经偷偷跑进堡垒，去做一些偷鸡摸狗的事儿。然而，这不过是茶余饭后的八卦罢了。~
@67108  = ~~
@67109  = ~~
@67110  = ~~
@67111  = ~~
@67112  = ~~
@67113  = ~棕龙强酸吐息~
@67114  = ~亲爱的顾客大人，札吉·拉法哈听候您的差遣！只要说出您想要什么，赛飞尔必定竭诚替您办到！~
@67115  = ~如果可以的话，我想要问几个问题。~
@67116  = ~让我看看你有些什么。~
@67117  = ~没关系，我得走了。~
@67118  = ~蓝龙闪电吐息~
@67119  = ~我希望我能停下来聊聊，不过这些佣兵们非得让我忙个半死不可。~
@67120  = ~你看起来和武僧雇的其他士兵不大一样……感谢诸神，我不用再靠他们啦！~
@67121  = ~如果您有其他的吩咐，请务必告诉札吉。现在我实在太忙了，真是不好意思。~
@67122  = ~请您把手放轻松，只要顾好自己就好了；就让赛飞尔来帮您洗涤喉中的干燥，驱走您骨头里的疲惫吧！~
@67123  = ~黄龙~
@67124  = ~黄龙~
@67125  = ~嘿，札吉开的价实在太坑人！我想最近的补给品已经没有那么多了……究竟这家小旅居为何什么都有？~
@67126  = ~佣兵提供了那家酒店源源不绝的卡丽杉啤酒，可是却一点食物也不分给村民！我只不过是想，呃，抱怨罢了……（打嗝！）~
@67127  = ~我们全都完了！巴萨札正组织了一支军队来发起和卓尔族、夺心魔、甚至全世界的战争……我们都会完蛋！~
@67128  = ~从前那些武僧帮过我们。他们也曾保护过安姆克萨蓝。（叹气）~
@67129  = ~巴萨札把安姆克萨蓝和外面的世界分隔开来；我们即使想离开也不行了，因为巴萨札绝对不会再让我们回来！~
@67130  = ~有些人还说巴萨札将在短期内对泰斯尔发动攻击，不过那根本是鬼扯。我听到那些佣兵们谈到要跟龙作战。是龙啊！~
@67131  = ~如果没有那群走私客，我们现在应该都死光了吧。我祈求伊萨蒙能够找到拯救我们的方法！~
@67132  = ~走开！我们连休息的时间都不够了！~
@67133  = ~你是那群刚到镇上的陌生人之一吧？不过，我们不可以和你们这些人讨论我们的生意，所以请离开吧！~
@67134  = ~陌生人，我喝我的酒，你自己喝你的吧！~
@67135  = ~如果你在找人雇用你，那就去和那些武僧谈谈。还有，少来烦我。~
@67136  = ~巴萨札是在里亚塔维找我们来的。他付的酬劳不错，不过有人告诉我，我们要去幽暗地域和啥叫作仙黛的卓尔精灵战斗……我可不知道有什么数目酬劳会值得我去干这种事！~
@67137  = ~我不知道这些武僧们为什么想要参战。不过你看过他们战斗吗？非·常·吓·人！~
@67138  = ~我在这里可不是为了回答你的问题。他们可没给我多少时间来喝酒！~
@67139  = ~这个微不足道的村子简直不该存在。我不了解为什么这位巴萨札会想要从这里发动什么对抗邪恶的圣战；但你势必得从这儿开始了。~
@67140  = ~泰斯尔的国王和皇后正在米拉特玛集结他们的军力。对毁了东方某个城镇的<PRO_MANWOMAN>发出了一大笔悬赏。看起来，不久之后战火就会蔓延到整个泰斯尔。~
@67141  = ~我听说阿斯卡特拉上个月被西西里席安人洗劫一空，然后来的就是那巨型食人魔，他显然是个巴尔后裔。不过后来他又被某个火巨人给宰了。我觉得这根本就难以置信嘛！~
@67142  = ~我听说在一个月之前，一支军队为了前往一个强大巫师的高塔而夏玛德将摧毁了。他是一个巴尔后裔，而为了杀掉他，整个城就这么被夷为平地！他们说即使在几里外都还看得到那场大战。~
@67143  = ~呸！除非你是个法师，不然我和你没话可说！~
@67144  = ~滚开，笨蛋！你对你在担心的事毫无兴趣！~
@67145  = ~黄龙灼热沙~
@67146  = ~你看起来蛮有学问的。你是受雇于巴萨札的魔符会成员之一吗？我可不认得你……~
@67147  = ~魔符会已经开始没耐性了。巴萨札声称我们在近期内将要和一群龙开战，可是他既不愿意派我们出去，也不愿意告诉我们开战的时间；而且他还好像不屑与我们为伍……我真搞不懂他在忙些什么。~
@67148  = ~有人说巴萨札是个拥有强大力量的巴尔子嗣。说不定他在计划他的霸业？虽然看起来不尽如此……不过表像是可以伪饰的。~
@67149  = ~我听说要塞里关了好几个囚犯。应该是是巴尔后裔吧。听说巴萨札在追捕他自己的同类，然后把他们关起来。真有趣，不是吗？~
@67150  = ~火巨人~
@67151  = ~火巨人~
@67152  = ~我想应该没关系的……城里的每个人都听过我们的领导者伊萨蒙的名字。伊萨蒙的事迹如传奇般在这块大陆的走私客和海盗间流传着。~
@67153  = ~这里是谁在管的？~
@67154  = ~不过现时伊萨蒙不在这里……为了他一些在其他城市里的冒险活动，他已经几个月没有在这出现。至于现在，这里由我，卡拉斯，全权负责。~
@67155  = ~啊，那群武僧。可以说我们之间存有共识吧……他们不干涉我们，我们也不去管他们。~
@67156  = ~那你知不知道我可以用什么方法进入修道院？~
@67157  = ~进去？别想了！早在巴萨札当家之前那里就已经是要塞了。而现在，他所雇用的法师群又加上了更多的防护……算了吧，没人进得去。~
@67158  = ~不过我听过些谣言说你们这些走私客知道进去的门路。~
@67159  = ~那么，你知不知道有什么方法可以让我和巴萨札会面呢？~
@67160  = ~你不应该那么轻易就相信听回来的谣言，这可会让你惹上麻烦的。~
@67161  = ~那么，你知不知道有什么方法可以让我和巴萨札会面呢？~
@67162  = ~巴萨札不和别人说话的……从来不会。~
@67163  = ~我刚来这个镇上时他就和我说过话了。~
