@37540  = ~I would like you to join us again, Haer'Dalis.《我希望你再加入我們，海爾達利。》~
Weight: 2《這些護腕有時候亦稱為鎖子甲護手，最早是由塔皮德·葛諾克配戴。在他七十五歲時，仍然極為活躍，但是他的護甲的重量越來越難以忍受。此時女法師納達拉琳為他創造了這些護腕。她也對他施展了永久的幻影術，讓他的人以為他仍然穿著重護甲。塔皮德在二十年後去世，當衰老取走他的生命時，他的手還纏在一個半獸人酋長的脖子上。

資料資料：

裝備能力：
-防禦等級：4

重量：2》~
@39605  = ~Grinning Glen, the Knight of Fools, wore these bracers while competing in jousting tourneys. With his skill, charm, and bravado—no man other than he would joust without armor—he soon became a favorite to the ladies that watched the events. Too much of a favorite, it would seem, for one afternoon he was caught frolicking with a knight's betrothed. A challenge was issued, but in his rush, Glen forgot to don his bracers. Glen died with a confused grin on his face as the knight's sword struck him, never knowing his own folly.

STATISTICS:

Equipped abilities:
– Armor Class: 3

Weight: 2《「傻瓜騎士」格林在比武時配戴這些護腕。以其技能、魅力和勇氣－－除了他以外，沒有人敢不穿護甲比武－－他很快就成為觀賞比賽的貴婦的最愛。不過他被沖昏頭了，一天下午，他和另一名騎士的未婚妻嬉鬧，被發現了。因此他們進行決鬥，但是在匆忙中，格林忘了戴上護腕。格林被騎士的劍擊中而死，臉上還帶著迷惑的笑容，不知道自己的愚笨。

資料資料：

裝備能力：
-防禦等級：3

重量：2》~
@39606  = ~Knight Wesic of the Most Noble Order of the Radiant Heart often said, "Attack swiftly and your enemy will be so overwhelmed that the battle will be yours." He lived this principle through these bracers. Before engaging in righteous battle, he would unlock the magic of the Blinding Strike and quickly rush at his enemy. More often than not, his opponent would fall within the first few seconds of battle.

STATISTICS:

Charge abilities:
– Improved Haste once per day
  Duration: 20 seconds
  Area of Effect: The user

Weight: 2《至熱之心騎士團的魏西克騎士常說：「只要攻擊得夠快，敵人就會被壓制，也就可以主導這場戰鬥。」他用這副護腕來實行這個原則。當他展開一場維護正義的戰鬥之前，他會釋出瞬擊護手中的魔法，迅速攻往他的敵人。他的敵人往往在戰鬥的前幾秒內就倒地不起。

資料資料：

充能能力：
-每天一次高等加速
	持續時間：20秒
	影響範圍：自身

重量：2》~
@39607  = ~A few years back, Fong Moo, a famous cutpurse known in both Baldur's Gate and Athkatla, was found dead on the road between the Gate and Beregost. Seems he'd stolen an artifact from a powerful mage and tried escaping, with little success. His possessions went to a nephew, who took up the same trade as his uncle and became especially good at pickpocketing. Whether these gloves were magical before falling into Fong's hands or if they are somehow imbued with the master's essence is not known.

STATISTICS:

Equipped abilities:
– Pick Pockets: +20%

Weight: 2《幾年前一個在柏德之門和阿斯卡特拉都很出名的扒手，馮木，被人發現死在柏德之門和貝爾苟斯特之間的路上。看起來他似乎是從一位強大的法師那裡偷走了一項神器後試圖逃走，但是沒有成功。他的財產移交給一位侄子後，他也和叔叔一樣從事相同的職業，而且特別善於偷竊。沒有人知道這些手套是在落入馮木之前本來就有魔法，還是它日積月累地吸收了偷竊大師的技巧精華。

資料資料：

裝備能力：
-偷盜技巧：+20%

重量：2》~
@39608  = ~Foik Morur demonstrated the effectiveness of these gloves at a community fair near Beregost several years back. He paid a local Archer to fire arrows at him. As the arrows approached, Foik's hands would move of their own accord, either knocking the arrow away or catching it. He earned more than a few pieces of gold for his troubles, and these earnings attracted some shadowy figures to Foik's tent that evening. The next morning, Foik was found dead and the gloves missing.

STATISTICS:

Equipped abilities:
– Armor Class: +2 vs. missile attacks

Weight: 2《幾年之前，佛克·摩爾在貝爾苟斯特的社區集會裡示範了這副手套的效用。他雇了當地的一名弓箭手向他發射，當箭射入身體前，佛克的手會自動揚起：有時撥開箭簇、有時接起箭來。佛克精彩的表演使他進帳頗豐，但是也在當夜將一些宵小引到他的帳棚之外。隔天早上，佛克被發現刺殺於帳內，手套則不知去向。

資料資料：

裝備能力：
-防禦等級：對遠程攻擊+2

重量：2》~
@39609  = ~These gloves are usually given to novices of the Most Noble Order of the Radiant Heart who have yet to acquire the ability to cast spells. For anyone outside of the Order to wear these gloves is a rare honor.

STATISTICS:

Charge abilities:
– Heal up to 10 Hit Points of damage and any poison effects, once per day

Weight: 2《這些手套通常送給至熱之心騎士團的新進騎士，他們通常還沒有習得施法的能力。非屬於這騎士團的人若能配戴這種手套，可以算得上是相當罕見的榮譽。

資料資料：

充能能力：
-治療10點生命值及任何中毒效果，每天一次

重量：2》~
@39610  = ~Commissioners working for the Athkatla city council often wear these amulets while searching for spell users. The amulet provides some small protection against devious mages who resist any efforts at being imprisoned or killed.

STATISTICS:

Equipped abilities:
– Magic Resistance: +5%

Weight: 3《阿斯卡特拉市議會的部會首長們往往在尋找施法者時佩戴這種護符。當某些法師不想被監禁或殺害而想要拒捕時，這個護符可以對他們的反擊提供少許的保護。

資料資料：

裝備能力：
-魔法抗力：+5%

重量：3》~
@39611  = ~This particular amulet has the initials KP on its back surface. KP, or Kaligun Poonil, was the general of a small force sent into the woodlands to clear out Red Wizards. Being particularly fearful of magic, he wore this amulet into battle. Overconfident in the protection offered by this amulet, Kaligun finally died when he foolishly ambushed three high-level Red Wizards who lowered his Magic Resistance before destroying him with their spells.

STATISTICS:

Equipped abilities:
– Magic Resistance: +10%

Weight: 3《這個獨特的護身符後面刻有「KP」二字，代表著卡力根·蒲尼爾。他是奉派前往森林清剿紅袍巫師的部隊指揮官。由於他特別害怕魔法，因此在戰鬥中便佩戴了這個護身符。由於對這個護身符所提供的保護過於有信心，卡力根居然愚蠢地攻擊三個高等級的紅袍巫師，他們先用法術降低他的魔法抗力，然後用法術殺死了他。

裝備能力：
-魔法抗力：+10%

重量：3》~
@39612  = ~This periapt is a large gemstone hanging on a thick golden chain. Eunuchs from Kara-Tur would wear this particular periapt when sampling their emperor's food.

STATISTICS:

Equipped abilities:
– Immunity to poison

Charge abilities:
– Cure Poison once per day
  Range: Touch
  Area of Effect: 1 creature

Weight: 1《這個護身符是一塊大寶石，吊在一條粗金鏈上。卡拉圖的宦官在為其皇帝試食時，就會佩戴這個護身符。

資料資料：

裝備能力：
-免疫毒素

充能能力：
-每天一次治療中毒
	有效距離：觸碰
	影響範圍：1個生物

重量：1》~
@39613  = ~A heart-sized sapphire sits at the end of a thin silver wire. When worn, this periapt radiates life energy, infusing the wearer with power. The inscription on the back reads: "Against Death we must all fail, but with this gem we may still prevail!"

STATISTICS:

Equipped abilities:
– Save vs. Death: +3

Weight: 3《心形的藍寶石，放在銀鏈的末端。在佩戴時，這個護身符會放出生命能量。後面的文字寫著：「對抗死亡時，我們必定失敗；但是有了這個寶石，我們也許仍能獲勝！」

資料資料：

裝備能力：
-對死亡的豁免檢定：+3

重量：3》~
@39614  = ~Dydaar'a of the Altered was a witch of great temper who rewarded the slightest insult with harsh punishment. Often this meant several weeks transformed into some form of wild beast, which of course earned her many enemies. It is recorded that she once fought a mage named Maxell who had previously suffered such a fate. For his return, he had prepared this necklace, designed to prevent her changing his form, but he could not shield those around him as well. Apparently an impromptu army of farmers-turned-bears eventually overwhelmed him.

STATISTICS:

Equipped abilities:
– Save vs. Polymorph: +5

Weight: 3《「煉形者」黛妲拉是一位脾氣火爆的女巫，對於任何冒犯了她的人總是施以最嚴厲的懲罰。通常「懲罰」意味著被變成某種野生動物或她花園裡的雕塑，時間長達好幾個禮拜之久；當然這種行為也替她豎立了不少仇敵。根據典籍所載，有一次她與一位名叫馬克斯威的巫師決鬥，而馬克斯威之前曾稱就受過她這種折辱；為了報一箭之仇，馬克斯威特地準備了一條這樣的項鏈，以防止再被她變化形態。可惜，這項鏈只能讓他保護自己，卻保護不了週遭的別人；女巫將一群農夫變形成巨熊，措手不及的馬克斯威最後喪生於熊吻之下。

資料資料：

裝備能力：
-對變形的豁免檢定：+5

重量：3》~
@39615  = ~A favorite item of protection for a mage entering a magical duel, this amulet provides protection against spells, but does not interfere with the mage's own spellcasting.

STATISTICS:

Equipped abilities:
– Save vs. Spell: +2

Weight: 3《即將進行魔法決鬥的法師們最喜歡這種護具，這個護符可以提供對於法術的防護，但是不會影響到法師自己的施法能力。

資料資料：

裝備能力：
-對法術的豁免檢定：+2

重量：3》~
@39616  = ~Only those with a gambling streak dare use this wand in battle. When triggered, it is, at best, unpredictable and, at worst, suicidal. The whimsical mage Malimak created it as a gift for a rival, though more as a prank than with hurtful intent. The recipient's reaction is not known, though Malimak relocated shortly thereafter. It should be used with caution, or not at all.
