@12561  = ~~ [MINER06]
While under the effects of this spell, the recipient becomes immune to anything that affects <PRO_HISHER> movement. This includes the effects of Web, Hold Person, Grease, and Entangle.~
@17646  = ~Neutralize Poison
(Necromancy)

Level: 4
Sphere: Healing 
Range: Touch 
Duration: Instant 
Casting Time: 1 
Area of Effect: 1 creature 
Saving Throw: None 

This spell removes all toxins from the body, both natural and magical in nature. When this spell is cast upon a poisoned individual, it immediately neutralizes any poison and restores 10 lost Hit Points. This spell will also cure any diseases that the target might be suffering from, as well as blindness and deafness.~
@17647  = ~Skull Trap
(Necromancy)

Level: 3
Range: 60 ft.
Duration: Special
Casting Time: 3
Area of Effect: 11-ft. radius
Saving Throw: 1/2

When this spell is cast, a skull is thrown by the caster at the target area. The skull floats in the area until a creature comes within 8 ft. of it. When this happens, the skull is triggered and explodes damaging everyone within a 11-ft. radius. The damage inflicted is equal to 1d6 per level of the caster, or half with a successful Saving Throw vs. Spell. When casting this spell, it is wise to set it far away from the party lest they set it off accidentally.~
@17648  = ~Bracers are thick bands of metal or leather that are strapped, belted, or tied to a character's forearm. Generally, the magic that is instilled in bracers is good only during combat, since most bracers help protect the wearer from injury or improve their chances to strike an opponent. Exceptions do exist, though such specialized items are rare at best.

STATISTICS:

Equipped abilities:
– Armor Class: 8

Weight: 2~
@17649  = ~Bracers are thick bands of metal or leather that are strapped, belted, or tied to a character's forearm. Generally, the magic that is instilled in bracers is good only during combat, since most bracers help protect the wearer from injury or improve their chances to strike an opponent. Exceptions do exist, though such specialized items are rare at best.

STATISTICS:

Equipped abilities:
– Armor Class: 7

Weight: 2~
@17650  = ~Kolssed~
@17651  = ~Kolssed~
@17652  = ~When activated, the wand will eject a missile of magical energy that darts forth and unerringly strikes its target. This includes enemy creatures in a melee. The target creature must be seen or otherwise detected to be hit, however, so near-total concealment, such as that offered by arrow slits, can render the spell ineffective. The missile will inflict 1d4+1 points of damage.

STATISTICS:

Charge abilities:
– 1 magic missile will strike the target
  Damage: 1d4+1
  Range: 100 ft.
  Area of Effect: 1 creature

Requires:
 9 Intelligence

Weight: 1~
@17653  = ~When used, this wand shoots forth a thin ray of bluish color to a maximum range of 100 ft. When a creature is touched by the ray, it must save vs. Wand in order to avoid being stunned for 1 turn.

STATISTICS:

Charge abilities:
– Stun target (Save vs. Wand at -4 penalty negates)
  Range: 100 ft.
  Area of Effect: 1 creature
  Duration: 1 turn

Requires:
 9 Intelligence

Weight: 1~
@17654  = ~The wand will cough forth a huge, burning ball of fire that streaks out to the desired range (to a maximum of 90 ft.) and bursts in a fiery, violent blast, just like the Fireball spell. The Fireball inflicts 6d6 points of damage, but all 1s rolled are counted as 2s. The victim(s) may make a Save vs. Wand in order to take only half damage. The second ability of the wand is akin to the spell Agannazar's Scorcher in that a column of flame will streak toward the victim inflicting 6d6+6 damage, with a Save vs. Wand for half.

STATISTICS:

Charge abilities:
– Fireball
  Damage: 6d6 fire (Save vs. Wand for half)
  Range: 90 ft.
  Area of Effect: 15-ft. radius

– Agannazar's Scorcher
  Damage: 6d6+6 fire (Save vs. Wand for half)
  Range: 40 ft.
  Area of Effect: 2-ft. by 40-ft. jet

Requires:
 9 Intelligence

Weight: 1~
@17655  = ~A wand of frost acts in a similar fashion to the Cone of Cold spell. Crystallized particles of snow and ice fan out from the wand's tip, defining an area wherein the temperature drops to -100 degrees F. Like all wands, the wand of frost can only be used a limited number of times before it melts into a harmless pool of water.

STATISTICS:

Charge abilities:
– Cone of Cold
  Damage: 8d6 cold (Save vs. Wand for half)
  Range: 100 ft.
  Area of Effect: 17-ft. cone with 90-deg. arc

Requires:
 9 Intelligence

Weight: 1~
@17656  = ~The possessor of the wand can discharge six bolts of lightning, each directed at a target of the user's choosing. As it passes through a creature, a bolt does 3d6 points of damage with a Save vs. Wand for half. Each bolt will continue through its target and proceed to "rebound" until expended.

STATISTICS:

Charge abilities:
– Six Lightning Bolts
  Damage: 3d6 electrical (Save vs. Wand for half)
  Range: 100 ft.
  Area of Effect: Path of bolts

Requires:
 9 Intelligence

Weight: 1~
@17657  = ~This wand will emit a gold beam of energy at its targets up to a maximum range of 80 ft., affecting a 15-ft. radius. If the target creatures fail their Save vs. Wand, they will fall into a deep, comatose sleep for 2 turns.

STATISTICS:

Charge abilities:
– Sleep (Save vs. Wand negates)
  Range: 80 ft.
  Area of Effect: 15-ft. radius
  Duration: 2 turns

Requires:
 9 Intelligence

Weight: 1~
@17658  = ~This wand emits a thin, green beam that darts forth to a maximum distance of 5 ft. Any creature touched by this beam must make a Save vs. Wand or be polymorphed into a squirrel.

STATISTICS:

Charge abilities:
– Polymorph target into squirrel (Save vs. Wand negates)
  Range: 5 ft.
  Area of Effect: 1 creature
  Duration: Permanent (until dispelled)

Requires:
 9 Intelligence

Weight: 1~
@17659  = ~The body shield, also known as the kite or tower shield, is a massive metal or wooden shield reaching nearly from the chin to the toe of the user. It must be firmly fastened to the forearm, and the shield hand must firmly grip it at all times. Naturally, this precludes use of the shield hand for anything but holding the body shield in place.

STATISTICS:

Equipped abilities:
– Armor Class: +2, an extra +1 vs. missile attacks

Requires:
 15 Strength

Weight: 12~
@17660  = ~This potion will imbue the person drinking it with 50% resistance to fire damage. The effect will last for 2 hours or until dispelled.

STATISTICS:

Fire Resistance: +50%
Duration: 2 hours

Weight: 1~
@17661  = ~This potion can be used only by warriors. When a giant strength potion is consumed, the individual gains great strength and bonuses to hit and damage while using any hand-held or thrown weapon. The effect lasts for 2 hours.

STATISTICS:

Strength: 19 (Hill Giant Strength)
Duration: 2 hours

Weight: 1~
@17662  = ~This potion contains a strange green substance similar to residue you have seen in some of the mining carts. The liquid inside appears to very slightly discolor iron that it comes in contact with, and is likely related to the mysterious "plague" that renders smelted weapons and tools brittle. The kobolds you killed must have tainted all the ore leaving the mine, though it is unlikely they would have concocted this plan themselves.

STATISTICS:

Weight: 1~
@17663  = ~This potion can be used only by warriors. When a giant strength potion is consumed, the individual gains great strength and bonuses to hit and damage while using any hand-held or thrown weapon. The effect lasts for 2 hours. 

STATISTICS:

Strength: 21 (Frost Giant Strength)
Duration: 2 hours

Weight: 1~
@17664  = ~This potion can be used only by warriors. When a giant strength potion is consumed, the individual gains great strength and bonuses to hit and damage while using any hand-held or thrown weapon. The effect lasts for 2 hours. 

STATISTICS:

Strength: 22 (Fire Giant Strength)
Duration: 2 hours

Weight: 1~
@17665  = ~This potion can be used only by warriors. When a giant strength potion is consumed, the individual gains great strength and bonuses to hit and damage while using any hand-held or thrown weapon. The effect lasts for 2 hours. 

STATISTICS:

Strength: 23 (Cloud Giant Strength)
Duration: 2 hours

Weight: 1~
@17666  = ~This potion can be used only by warriors. When a giant strength potion is consumed, the individual gains great strength and bonuses to hit and damage while using any hand-held or thrown weapon. The effect lasts for 2 hours. 

STATISTICS:

Strength: 24 (Storm Giant Strength)
Duration: 2 hours

Weight: 1~
@17667  = ~When wholly consumed, this potion restores 9 Hit Points to the person. The effect is instantaneous and the potion is destroyed in the process.

STATISTICS:

Special: Restores 9 Hit Points.

Weight: 1~
@17668  = ~Shortbows were the first bows to be developed, although they were not called such. This is more of a default term that refers to anything which is not a longbow. Shortbow staves are about five feet long on the average. As the years passed, attempts were made to increase bow ranges. Bows were either given longer staves or flexibility was increased with no change to the length. The former resulted in what is now called the longbow. This bow is enchanted.

STATISTICS:

THAC0: +1
Damage: +1 (missile)
Speed Factor: 5
Proficiency Type: Shortbow
Type: Two-handed

Weight: 2~
@17669  = ~Hmm. Still not interested, I think. Find somebody else.~
@17670  = ~I knew you would not let me down. Come back and speak to me when you have completed the deed.~
@17671  = ~You have completed the task, I see. I can't tell you how overjoyed I am that so many children were rescued, and that nobody will face slavery here again.~
@17672  = ~*sigh* At least for a while. I am not naive enough to think that the slavers will not return. I shall watch for them, however, and fight them if I can.~
@17673  = ~I have collected some of Lehtinan's more valuable items here for you... I hope this is at least some small reward for the good you have done.~
@17674  = ~A good day to you, <CHARNAME>! Hendak welcomes you to his inn as the champion and hero that you are. Is there something that I may do for you?~
@17675  = ~I simply wish to see what you have in stock, Hendak.~
@17676  = ~I do not think so, Hendak. Farewell.~
@17677  = ~Until the next time you grace our presence, my <PRO_LADYLORD>.~
@17678  = ~Natasha~
@17679  = ~Natasha~
@17680  = ~Hareishan~
@17681  = ~Hareishan~
@17682  = ~Magical currents are embedded inside this bullet so that it seems a little more balanced and lighter as it jumps toward an opponent.

STATISTICS:

THAC0: +1
Damage: 1d4+2 (missile)
Launcher: Sling

Weight: 0~
@17683  = ~Magical currents are embedded inside this bullet so that it seems a little more balanced and lighter as it jumps toward an opponent.
