// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@6108   = ~Please continue, Korgan. This is quite a tale.~
@6109   = ~Shame ye've nae cast-iron gullet. A rousing tale it is and worthy of a listen.~
@6110   = ~Strange thing, the whole time I swear his eyes followed me, though he was long dead by then. Hmph.~
@6111   = ~Ye nae worry 'bout the same fate befalling ye. Belly up and I'll flail poetic fer ye.~
@6112   = ~Strangers! Perhaps you have more courage than the worms that frequent this pit of corruption. I am Anomen, warrior priest of Helm. What is your name?~ [ANOMEN01]
@6113   = ~I am <GABBER>. It is a pleasure to meet you.~
@6114   = ~Where did you get the idiotic accent from? Reading too many romance novels?~
@6115   = ~Gather your party before venturing forth.~ [NOTRAV]
@6116   = ~None of your business, Anomen. Get out of my way.~
@6117   = ~Well met! Speak then! Is your heart filled with courage or be it steeped in cowardice?~
@6118   = ~When there is cause for courage, I have it in abundance.~
@6119   = ~Truly, sir, I am a coward through and through. ~
@6120   = ~You must excuse me, warrior. I haven't the time to speak with you. ~
@6121   = ~Watch your tongue, dog! Tell me true, be you a force for evil or good?~
@6122   = ~I am a force.~
@6123   = ~I am a force of righteousness.~
@6124   = ~There is no true good or evil. The universe is a balance of all things.~
@6125   = ~I am no weak-willed goody two-shoes. I take what I want, when I want!~
@6126   = ~Fearful of your own shadow, eh, rogue? Come back when you have obtained a squire's measure of courage. I shall still be here, searching in vain for adventurers of merit.~
@6127   = ~So be it! If you seek to right the wrongs of this blighted land, then I am the man you should to speak to. Methinks I shall still be here searching in vain for adventurers of merit. ~
@6128   = ~I trust that your accounting is true. Tell me then, <GABBER>, be you a force for evil or good?~
@6129   = ~I am a force of righteousness.~
@6130   = ~There is no true good or true evil. The universe is a balance of all things.~
@6131   = ~Ajantis~
@6132   = ~Viconia~
@6133   = ~I am no weak-willed goody-two-shoes. I take what I want, when I want it!~
@6134   = ~Delver's Plate +2~
@6135   = ~Perchance I have found worthy companions. I seek to be knighted in the Most Noble Order of the Radiant Heart, and I must prove my worth first. Have you need of a strong warrior, my <PRO_LADYLORD>?~
@6136   = ~Doomplate +3~
@6137   = ~Gorgon Plate +4~
@6138   = ~T'rachie's Plate +5~
@6139   = ~Pride of the Legion +2~
@6140   = ~Armor of the Hart +3~
@6141   = ~Red Dragon Scale~
@6142   = ~Bladesinger Chain +4~
@6143   = ~Melodic Chain +3~
@6144   = ~Sylvan Chain +2~
@6145   = ~Elven Chain +1~
@6146   = ~Elven Chain Mail~
@6147   = ~I would be infinitely pleased to have you join me. Welcome!~
@6148   = ~Regretfully, I must decline your offer. ~
@6149   = ~Bah! The excuse of the damned! Begone from my sight and enter not back into it until your heart be prepared to honor purity and the triumph of what is good.~
@6150   = ~If this is so, then you are truly a fool to cross my path. Renounce your words and confess your sins! Mayhaps I will let you live.~
@6151   = ~Your threats are empty! My weapons shall do my speaking from this point forward.~
@6152   = ~I hereby renounce my path of evil and pledge to follow the path of righteousness for as long as I shall live.~
@6153   = ~Servant of evil! Would that this were a place appropriate to send you to the Hell that most assuredly awaits you! Another time, fiend!~
@6154   = ~If you truly wish to choose the righteous way, then you shall need a guide. Shall I join you on your journey to salvation?~
@6155   = ~I would be pleased to have you join me.~
@6156   = ~This is a road that I must walk alone. I must decline your offer.~
@6157   = ~The adventurer returns. Have you chosen the path of righteousness?~
@6158   = ~Indeed I have.~
@6159   = ~The blathering about righteousness is the swan song of the weak. I will not listen to such idiocy.~
@6160   = ~I am not prepared to accept that path.~
@6161   = ~Fair lady, what brings you to this cesspool of corruption?~ [ANOMEN02]
@6162   = ~That is none of your affair.~
@6163   = ~I seek adventure and honor.~
@6164   = ~I only wish to rest here awhile and partake of the pleasures within.~
@6165   = ~In truth, it is. I am honor-bound to protect all persons from corruption and evil. This place contains both. Be you an adventurer who comes seeking others of like mind?~
@6166   = ~Indeed, I am. And who might you be?~
@6167   = ~As I said before, it is none of your affair.~
@6168   = ~I only wish to rest here awhile and partake of the pleasures within.~
@6169   = ~Chance smiles upon you, for I am an adventurer of some worth. I am Anomen, warrior-priest of Helm. What is your name?~
@6170   = ~I am <GABBER>. It is a pleasure to meet you.~
@6171   = ~Where did you get the idiotic accent from? Have you been reading too many romance novels?~
@6172   = ~None of your business, Anomen. Get out of my way.~
@6173   = ~I shall let that pass. Tell me true, be you a force for good or for evil?~
@6174   = ~I am a force of righteousness.~
@6175   = ~There is no true good or true evil. The universe is a balance of all things.~
@6176   = ~I am no weak-willed goody-two-shoes. I take what I want, when I want it!~
@6177   = ~I tell you truly, this place is not for you. 'Tis a foul place for a lady to be.~
@6178   = ~You are not the one to decide where I should and should not be. Get out of my way.~
@6179   = ~If that is so, then what are you doing here?~
@6180   = ~Where should I be then?~
@6181   = ~Perhaps your path links closely to my own. I seek to be knighted in the Most Noble Order of the Radiant Heart and must prove my worth first. Have you need of a strong mace?~
@6182   = ~I would be infinitely pleased to have you join me. Welcome!~
@6183   = ~Regretfully, I must decline your offer. ~
@6184   = ~One cannot seek to rid the earth of foul corruption by avoiding that same corruption. ~
@6185   = ~Actually, I was hired to win you back from the wizard by Raelis Shai.~
@6186   = ~I've released you as a favor only, actor... I don't need my praises sung, I can assure you.~
@6187   = ~Helm's beard! What have we done? A most foul ruse has been played upon this company! Innocents are slain; the lifeblood of the Order stains the ground at my feet! What have we done?~ [ANOMEN99]
@6188   = ~Something is most assuredly wrong with this situation. What happened?~
@6189   = ~Greywolf~
@6190   = ~I'm just a simple woman. I don't think there is anything interesting I could tell you.~
@6191   = ~Everything is so hopeless...~
@6192   = ~I'm just an ignorant woman. I don't think anything I could tell you would be interesting in the least.~
@6193   = ~I'm just a simple woman. I don't think there is anything interesting I could tell you.~
@6194   = ~I'm just a simple woman. I don't think there is anything interesting I could tell you.~
@6195   = ~I'm just a fisherman trying to do his job. All I can tell you, friend, is that a priestess of Umberlee has been killin' my friends. I guess we are kinda at fault though; we did kill her mother, but hey, she had it comin'.~
@6196   = ~I'm just a fisherman trying to do his job. All I can tell you, friend, is that a priestess of Umberlee has been killin' my friends. I guess we are kinda at fault though; we did kill her mother, but hey, she had it comin'.~
@6197   = ~I'm just a fisherman trying to do his job. All I can tell you, friend, is that a priestess of Umberlee has been killin' my friends. I guess we are kinda at fault though; we did kill her mother, but hey, she had it comin'.~
@6198   = ~I am a Waveservant of Umberlee. I was orphaned recently by a pack of greedy fishermen. My life is devoted to my goddess.~
@6199   = ~We are to allow no entrance to the barracks, by order of Angelo Dosan, brevet-commander of the Flaming Fist.~
@6200   = ~Though it is my duty to guard this entrance, since you are a friend, I guess I could let you through.~
@6201   = ~It's you adventurers again! Well, if you want in, it'll be a copper piece a person.~
@6202   = ~Sorry, we can't pay. We don't believe in buying things.~
@6203   = ~Here's your gate tax!~
@6204   = ~Talos curse thee for attacking us!~
@6205   = ~Gee, ye're purty, kinda like the boys back at the barracks. Me an' you should git to know each other real well, heh heh.~
@6206   = ~Gee, ye're purty, kinda like the boys back at the barracks. Me an' you should git to know each other real well, heh heh.~
@6207   = ~We're just soldiers. Our duty is to our city and to our people. I doubt there is any knowledge we possess that you would find useful.~
@6208   = ~A really... beat-up pair of... bracers. The ones I... the ones I had locked in... the safe?~
@6209   = ~YES, that was it! I thought you wouldn't mind because you had mentioned getting rid of them. I figured they might not be worth it for you to keep them, but an inexper— Ahem, a young mage like myself could probably glean some use out of them.~
@6210   = ~The bracers... Oh, you little fool. If you recall, I was not going to get rid of them. I was going to DISPOSE of them. There is a large difference, especially considering what they were.~
@6211   = ~You put them on, didn't you? Of course you would; how could you know? Melicamp... Those were a vain little souvenir that I carried with me out of someplace far more evil and wretched that I hope you are never to see. 'Twas so long ago, and I don't know why I took them. They belonged to— Blast it, Melicamp, I don't know if I can change you back!~
@6212   = ~But they were just rusty old bracers. I'm surprised you kept them as long as you did.~
@6213   = ~We're just soldiers. Our duty is to our city and to our people. I doubt there is any knowledge we possess that you would find useful.~
@6214   = ~~
@6215   = ~~
@6216   = ~You're the best customers I've had in a long time. I hope all of you come back often!~
@6217   = ~What exactly ARE these things, and why are you so frightened?~
@6218   = ~Sorry for interrupting, but would these bracer things be worth a lot? If we manage to change him back, of course. Just, ahem, curious.~
@6219   = ~Emerson~
@6220   = ~Why, yes, mercenary, they might be considered priceless to some. As priceless as any value you can place on suffering or pain. I may know a scholar or two that would give their mothers for them, but 'tis not enough. It could never be enough. It really doesn't matter at this point regardless, as the damage is done and they have most likely disappeared. They have teleported away in the past after use, and 'twas but sheer luck alone that returned them to me.~
@6221   = ~They are a relic of my adventuring days, and a monument to the years I spent enslaved beneath... beneath where, I cannot say. 'Twas foolish to be anywhere near a Netherese ruin, but I was young and stupid once as well. I was entrapped. I will say no more about that. I escaped, and brought what I could. The bracers remain a mystery, and I have no idea their true function. In the past I have seen them wielded for horrific purpose, but any HUMAN that put them on was instantly killed as often as not. That Melicamp is alive is amazing. Beyond that minor triumph, the outlook is bleak.~
@6222   = ~Then make me understand. What is so terrible about them?~
@6223   = ~Nalin~
@6224   = ~I don't need to understand. It's enough to know they are valuable. We will find a way to get them back.~
@6225   = ~Brage~
@6226   = ~They are no unit of currency! They are a plague to be avoided! You would do well to understand things before you blindly slap them on!~
@6227   = ~Oublek~
@6228   = ~As a good friend, how 'bout I play you some music?~
@6229   = ~Since you're now my best friend, you can go anywhere you want! I don't care!~
@6230   = ~I hope your stay here has been pleasant so far.~
@6231   = ~Your champion lost. Now you must all die!~
@6232   = ~You beat Ludrug! You may pass; you must be great warriors.~
@6233   = ~Yes! I'll pay! Just leave me to go on my way!~
@6234   = ~20 gold is a little steep, don't you think? I mean, do I look like I have that kind of coin in abundance?~
@6235   = ~Okay, 10 gold is a little more reasonable. I'll pay you that and be on my way.~
@6236   = ~Still too much, I think. I'd rather just take a long route around.~
@6237   = ~I am a bounty hunter of great repute. Bounties have been good these past few weeks, what with all the bandits roaming about. All I can tell you is this: The bandits who have been moving about seem rather organized, as if they have a purpose. I'd take a gander that the purpose was to stop any iron from gettin' to Baldur's Gate.~
@6238   = ~Okay, we'll come with you.~
@6239   = ~You'll have to take us by force!~
@6240   = ~Okay, okay, we'll come along peacefully.~
@6241   = ~There's no way we're coming with you!~
@6242   = ~I'm yer best friend now! But don't ya go and get into trouble, 'cause friend or no, I'd be forced to take ya in.~
@6243   = ~What do you mean by bleak? There must be something that can be done for him.~
@6244   = ~So these ancient bracers are enormously powerful with unknown enchantments, and this chicken is the result? Gee, let me think on that one. No, I think not.~
@6245   = ~Now that you're my friends, I should tell you something: The gem I own is cursed. It'll do really bad things to ya.~
@6246   = ~I'm just a happy-go-lucky halfling. I really don't know much!~
@6247   = ~Bleak or not, we must find a way to transform him back.~
@6248   = ~Caldo~
@6249   = ~Quit your blubbering! We were attacked and had to defend ourselves.~
@6250   = ~It was all an illusion! These are paladins and knights of the Most Noble Order of the Radiant Heart. I know this man, Ajantis. He was a noble man, but now is dead by our hand.~
@6251   = ~As did I, Anomen. ~
@6252   = ~Yeslick~
@6253   = ~Tiax~
@6254   = ~Eldoth~
@6255   = ~There is only one option open to us. We must track down the one who played this foul trick upon us and extract our stolen honor from his cursed hide.~
@6256   = ~Faithless fool! You do not understand the import of this event. Innocents were slain by our hand, and we are now cursed as forever dishonorable.~
@6257   = ~What do you mean by innocents? We slew ogres.~
@6258   = ~You are wrong. I care not for the opinions of others. No one is permitted to judge me.~
@6259   = ~Greetings. I am Edwin Odesseiron. You simians may refer to me merely as "sir" if you prefer a less... syllable-intensive workout. ~ [EDWIN01]
