@81433  = ~试试来拿啊。谅你也不敢。~
@91149  = ~我确定没话和你说了。~
@91150  = ~是那个小丑。你知道吗，那个百听不厌她自己的声音的半精灵醉鬼？~
@91151  = ~我理解为，不是你欣赏的人？~
@91152  = ~继续。~
@91153  = ~这对你显然是个痛苦的话题。我们谈点别的吧。~
@91154  = ~你谴责另一个人喜爱自己的声音。太可笑了。~
@91155  = ~你认同这点，对吗？~
@91156  = ~我的冒险队伍和我被雇来调查祸害博德之门周边商路的芜菁强盗。~
@91157  = ~芜菁强盗？那听起来真严肃。~
@91158  = ~我想谈点别的。~
@91159  = ~够了！别再没完没了哭哭啼啼！~
@91160  = ~不是每个问题都和龙或邪恶法师企图征服全费伦有关。~
@91161  = ~我们在一家旅店过夜时，我注意到一个醉得几乎站不稳的半精灵。“太摩拉对我微笑了，”我想。我挑战她来玩骰子游戏，赢了可观的一笔钱。她自然是不高兴。~
@91162  = ~我不会这么想。继续吧。~
@91163  = ~这显然对你是个敏感话题。我们谈点别的吧。~
@91164  = ~诸神啊，快停下。我每听一个词都变蠢一点。~
@91165  = ~我记得的下一件事，就是被铁手从椅子上提起来，塞进一口麻袋，打得不省人事。我在这神殿后的一间屋里醒来。那个自大的马屁精，塔特尔，不久通知我，我成了新的常驻太摩拉牧师。~
@91166  = ~力量就是目的。但在这世界上，暴力是唯一获取和保有它的方式。我拥抱那真实——我陶醉其中。你也应该照做。~ [OH91166]
@91167  = ~老家伙出了什么事？~
@91168  = ~我不能。~
@91169  = ~一个有趣的故事。我现在可以看看你其他的服务吗？~
@91170  = ~恐怕我不能分享你对我的敌人的跳动心脏的品味。~
@91171  = ~你终于说完了？~
@91172  = ~仔细看好我，多恩。你也许会学到点什么是陶醉在浴血中。~
@91173  = ~取决于你问谁。要么他掉进个飞龙笼被吃掉，要么他被推进个飞龙笼被吃掉。~
@91174  = ~呵……好吧。我可以看看其他神殿服务吗？~
@91175  = ~我以为太摩拉才是幸运女神。~
@91176  = ~那你对我没用。滚吧！~ [OH91176]
@91177  = ~于是，我离开了。~
@91178  = ~你走在黑暗的路上，多恩。我希望你尽快看到光明。再见。~
@91179  = ~运气好的话，你不会落后太远，这样我们能有些和平和安宁。~
@91180  = ~如果你要变成那样，我会更喜欢你。我们去杀个圣武士。~
@91181  = ~厄运和好运不过是观点问题。只要问飞龙就知道。~
@91182  = ~我想去哪就去哪，多恩·伊尔-可汗。你命令不了我。~
@91183  = ~我宁可不要。~
@91184  = ~你比陡坡上的油腻侏儒还滑稽！~
@91185  = ~就像白天后面是夜晚，好运后面也有霉运。自省一下。看看你渴望的是什么，然后勇敢地前去争取它。这样做，太摩拉的眷顾就会照耀你。~
@91186  = ~继续开玩笑。我就会提起靴子让你屁股尝尝鞋底的味道！~ [OH91186]
@91187  = ~我会试试看。与此同时，我需要其他服务。~
@91188  = ~谢谢你。我现在要走了。~
@91189  = ~太摩拉的眷顾看来没给你做什么。~
@91190  = ~欢迎之至。~
@91191  = ~很好！勇敢吧！冒险吧。用大胆和无畏让你的对手措手不及，太摩拉就会对你微笑。~
@91192  = ~我会照办的。我可以看看你其他的服务吗？~
@91193  = ~压低声音！我们都想逃跑——但我们必须小心行动。你肯定知道德纳顿的猎人的本事。~
@91194  = ~有他们在就别想逃跑。但如果你勇敢无畏，太摩拉会眷顾你。~
@91195  = ~问吧！~
@91196  = ~过去几天的事排山倒海。你能帮我理清头绪吗？~
@91197  = ~一个太摩拉的半身人牧师在一所塞恩竞技场做什么？~
@91198  = ~你提到另外两个牧师经常争斗。那不是有点异常吗？~
@91199  = ~别介意。我就走。~
@91200  = ~仪式用酒~
@91201  = ~你从太摩拉的半身人牧师，莫尔扎那里得到这杯上好麦酒。

数据资料：

重量：1~
@91202  = ~现在你说话像个值得和我并肩作战的人。~ [OH91202]
@91203  = ~那么决定吧，<CHARNAME>。你是和我并肩作战还是不？~ [OH91203]
@91204  = ~我和你并肩作战，暂时。别让我后悔。~
@91205  = ~我绝不卷入这背叛。~
@91206  = ~我不能允许你杀死这个圣武士，多恩。~
@91207  = ~你挑战我？就这样吧！~ [OH91207]
@91208  = ~后悔是给笨蛋和弱者的。你在我看来都不是。~ [OH91208]
@91209  = ~那你是一个弱者和笨蛋。我对两者都没耐心。~ [OH91209]
@91210  = ~多恩的主人，乌尔-戈索兹，再次强迫他杀戮。这次，牺牲者将是一个名叫特普芬的海姆圣武士。但在我们杀死特普芬前，我们必须找到他。~
@91211  = ~多恩的主人，乌尔-戈索兹，再次强迫他杀戮。这次，牺牲者将是一个名叫特普芬的海姆圣武士。但在我们能杀死特普芬前，我们必须找到他。~
@91212  = ~多恩的主人，乌尔-戈索兹，再次强迫他杀戮。这次，牺牲者将是一个名叫特普芬的海姆圣武士。我绝不参加这样的恶行。多恩和我分道扬镳。~
@91213  = ~多恩的邪恶主人，迷诱魔乌尔-戈索兹，再次强迫他杀戮。这次，牺牲者将是特普芬，一个海姆圣武士。这我不能允许——我们打了起来。特普芬也许不会得救，但多恩不会是给他带来毁灭的人。~
@91214  = ~多恩的血腥之路

多恩的主人，迷诱魔乌尔-戈索兹，命令他找到并杀死特普芬，一个海姆圣武士。为此，我们必须去海姆神殿并确定能在哪找到多恩的目标。~
@91215  = ~我能帮什么忙吗？~
@91216  = ~我听说太摩拉眷顾大胆者。我有个大胆的计划需要眷顾。~
@91217  = ~太摩拉与你同在！~
@91218  = ~泰尔文的笔记~
@91219  = ~你确实引起了我的注意。~
@91220  = ~这计划是个秘密，但它需要麦酒。~
@91221  = ~传令卫兵~
@91222  = ~我想对小丑下毒。我会需要些麦酒来干这个。~
@91223  = ~泰尔文，

按照协议，我黎明时会和霍克尼一起骑马出发。我要离开几个月。请别让布拉得里克进我的房间。如果你需要联系我，我们会在双松溪附近长期宿营。

守卫者特普芬~
@91224  = ~忘了吧。我要是告诉你，不到一小时所有人都知道了。~
@91225  = ~我需要一局骰子游戏来决定太摩拉女士是否眷顾你的计划。赢了麦酒就是你的。~
@91226  = ~我需要一局骰子游戏来决定太摩拉女士是否眷顾你的计划。赢了麦酒就是你的。输了，你的1000金币就成了我的。~
@91227  = ~好极了。我们丢骰子吧！~
@91228  = ~你听到了吗？~
@91229  = ~我改主意了。~
@91230  = ~忘了吧。我要是告诉你，不到一小时所有人都知道了。~
@91231  = ~出了什么事？~
@91232  = ~看来幸运眷顾我的骰子。太摩拉不赞成你的计划——又或许她希望它们被告诉我，嗯？~
@91233  = ~我不确定。我觉得泰尔文兄弟有麻烦了！~
@91234  = ~泰尔文？一切正常吗？~
@91235  = ~如果我告诉你我的计划，你会给我麦酒吗？~
@91236  = ~盾卫们！战斗阵型！~
@91237  = ~不。计划必须保密。~
@91238  = ~好呀！~
@91239  = ~你这半身人骗子！你在骰子上动了手脚。~
@91240  = ~好呀！~
@91241  = ~胜利的天平非常倾向我。~
@91242  = ~通过和泰尔文，一个海姆神殿守卫的谈话，我们得知了圣武士特普芬的位置。~
@91243  = ~好吧。我打算对小丑下毒来削弱我们的监禁者，而计划需要麦酒。~
@91244  = ~一个名叫泰尔文的海姆信徒卫兵向我们提供了圣武士特普芬的位置。我们花了点功夫来说服他透露这情报。~
@91245  = ~我们寻找圣武士特普芬的努力无果而终。多恩的主人，乌尔-戈索兹，恐怕会对此不满意。~
@91246  = ~不。我的计划必须保密。~
@91247  = ~忘了吧。我要是告诉你，不到一小时所有人都知道了。~
@91248  = ~多恩的血腥之路

感谢泰尔文，我们现在知道能在城南的一个营地找到圣武士特普芬。按乌尔-戈索兹的命令，我们将前往那里并除掉他。~
@91249  = ~如果你又改变主意就回来。~
@91250  = ~真可惜。等你有钱或者准备告诉我你的计划再回来。~
@91251  = ~如你所愿。1000金币，请拿去。~
@91252  = ~给你。~
@91253  = ~我没那个钱。~
@91254  = ~转念一想，我改变主意了。~
@91255  = ~忘了吧。我要是告诉你，不到一小时所有人都知道了。~
@91256  = ~你要对小丑下毒？那太好了！给，麦酒拿去。愿太摩拉保佑你！~
@91257  = ~蒸馏酒~
@91258  = ~纯酒精能被用于宗教仪式，毒药和彻夜痛饮。偶尔，它被同时用于所有三种目的。

数据资料：

重量：1~
@91259  = ~蔷薇花瓣~
@91260  = ~蔷薇花瓣被用于许多仪式，但也被谣传说具有毒性。

数据资料：

重量：0~
@91261  = ~石英粉~
@91262  = ~石英粉会被某些神的信徒在得到祝福时挥洒。它也能刺激消化道，在多数情况下远远不是祝福。

数据资料：

重量：1~
@91263  = ~太摩拉牧师：莫尔扎

我遇到一位名叫莫尔扎的半身人，他被牧师同行之间的战斗逼得借酒浇愁。~
@91264  = ~谁笑到最后

太摩拉牧师莫尔扎是被小丑抓来的，对她怀恨在心。~
@91265  = ~谁笑到最后

我从莫尔扎那里得到一瓶仪式用酒。~
@91266  = ~杀死特普芬不能满足多恩的主人，乌尔-戈索兹，他要求屠杀营地里所有人。接着发生了一场荣耀、血腥的战斗。~
@91267  = ~杀死特普芬不能满足多恩的主人，乌尔-戈索兹，他要求屠杀营地里所有人。我加入了杀戮，但对乌尔-戈索兹反复无常的本性并不惊讶。~
@91268  = ~杀死特普芬不能满足多恩的主人，乌尔-戈索兹，他要求屠杀营地里所有人。多恩照办了——他当然会。但他知道我不满他的迷诱魔主人的多变本性。~
@91269  = ~多恩的行动给他-和我惹祸上身-以坚颚之锤的形式。提尔的狂热圣武士们最终倒在我们面前，但我担心和多恩的关系带来的麻烦中，他们只是开始。~
@91270  = ~多恩的行动给他-和我惹祸上身-以坚颚之锤的形式。虽然我打败了狂热圣武士们，我没能搭救多恩免于他们的狂怒。~
@91271  = ~在与坚颚之锤的战斗后，一个自称阿佐瑟特的女人接近了，并提供多恩一个逃脱乌尔-戈索兹的控制的机会。我不知道他是否会接受她的提议。~
@91272  = ~在与坚颚之锤的战斗后，一个自称阿佐瑟特的女人接近了，并提供多恩一个逃脱乌尔-戈索兹的控制的机会。我建议他考虑这提议——在我看来乌尔-戈索兹带给他的只有麻烦。~
@91273  = ~在与坚颚之锤的战斗后，一个自称阿佐瑟特的女人接近了，并提供多恩一个逃脱乌尔-戈索兹的控制的机会。的确是个诱人的提议，但阿佐瑟特是陌生人。在这情况下，多恩也许最好继续侍奉他认识的恶魔。~
@91274  = ~阿佐瑟特的力量是可观的——她成功切断了多恩和乌尔-戈索兹的心灵连接，从而和我们密谈。迷诱魔……很不快。我们费了些功夫，才成功让他相信，切断连接是个无害的错误。~
@91275  = ~阿佐瑟特切断了多恩和乌尔-戈索兹的心灵连接，从而和我们密谈。迷诱魔……很不快。他命令多恩杀死我以证明忠诚——现在他少了一个带来痛苦的仆人。~
@91276  = ~我们接近了复苏谷。一个惨不忍睹的大坑，但阿佐瑟特宣称多恩从乌尔-戈索兹手下自由的关键能在它的深处找到。他是否真心渴望那自由有待观察。~
@91277  = ~多恩的血腥之路

我们即将到达复苏谷。阿佐瑟特建议多恩找出笼罩它的巨树的心。他在那将发现从乌尔-戈索兹手下自由的关键。~
@91278  = ~一个名叫萨默黑的老德鲁伊在复苏谷边安家。至少她曾经如此。她的新家，由多恩友情提供，将在吃掉她尸体的食腐动物胃里。~
@91279  = ~一个名叫萨默黑的老德鲁伊住在复苏谷边。至少她曾是。她的新家，由多恩慷慨地提供，将在吃她尸体的食腐者胃里。~
@91280  = ~一个名叫萨默黑的老德鲁伊在复苏谷边安家。她满怀悲伤。她的儿子，也是个德鲁伊，在谷中丧生。他试图打开一个通向兽乡的传送门……取而代之得到了别的东西。我听完她的故事后，她亲切地同意尽力让我们进入谷地的旅途更容易。~
@91281  = ~一个名叫萨默黑的老德鲁伊在复苏谷边安家。她满怀悲伤。她的儿子，也是个德鲁伊，在谷中丧生。他试图打开一个通向兽乡的传送门……取而代之得到了别的东西。~
@91282  = ~一个名叫萨默黑的老德鲁伊在复苏谷边安家。她满怀悲伤。她的儿子，也是个德鲁伊，在谷中丧生。她亲切地同意尽力让我们进入谷地的旅途更容易。~
@91283  = ~经过一番交涉，我从萨默黑处得到几件物品，也许会让我进入谷地的旅途更容易。~
@91284  = ~萨默黑相信复苏谷中潜伏着一个可怕的存在。如果她是对的，这旅途会比我预想的更艰难。~
